timestamp,hairpin_id,v1_x,v1_y,v1_z,v1_speed_kmh,v1_gps_lat,v1_gps_lon,v1_gps_alt,v1_imu_acc_x,v1_imu_acc_y,v1_imu_acc_z,v1_imu_gyro_x,v1_imu_gyro_y,v1_imu_gyro_z,v1_radar_detections,v1_cam_path,v1_lidar_path,v2_x,v2_y,v2_z,v2_speed_kmh,v2_gps_lat,v2_gps_lon,v2_gps_alt,v2_imu_acc_x,v2_imu_acc_y,v2_imu_acc_z,v2_imu_gyro_x,v2_imu_gyro_y,v2_imu_gyro_z,v2_radar_detections,v2_cam_path,v2_lidar_path
1760520823.1962006,0,303.9946594238281,-250.04501342773438,-0.04556155949831009,0.6291916787625331,-0.0022470914068094304,0.0027319232588803367,-0.04556155949831009,-0.0405498668551445,0.07972268015146255,12.212549209594727,-5.255291171124554e-07,-1.0424334817571435e-07,1.775471436538112e-11,15,_v2v_multimodal_dataset_run_4/protagonist_1_cam/967385.png,_v2v_multimodal_dataset_run_4/protagonist_1_lidar/967403.ply,258.4627990722656,-181.288818359375,-0.031790848821401596,0.5887585580364552,-0.0016291968411201762,0.0023227399241016076,-0.031790848821401596,0.04012320563197136,0.039876408874988556,12.68710994720459,5.406582204159349e-07,9.315619990957202e-07,-5.3540505362548174e-12,14,_v2v_multimodal_dataset_run_4/protagonist_2_cam/967395.png,_v2v_multimodal_dataset_run_4/protagonist_2_lidar/967403.ply
1760520823.296646,0,303.9946594238281,-250.04501342773438,-0.02872798778116703,0.6902562975883686,-0.0022470914068094304,0.0027319232588803367,-0.02872798778116703,-0.08013579249382019,0.01944870315492153,9.616250038146973,-5.647357852467394e-07,4.4316081471151847e-07,6.714458850032301e-12,14,_v2v_multimodal_dataset_run_4/protagonist_1_cam/967385.png,_v2v_multimodal_dataset_run_4/protagonist_1_lidar/967406.ply,258.4627990722656,-181.288818359375,-0.015051612630486488,0.7040430128577767,-0.0016291968411201762,0.0023227399241016076,-0.015051612630486488,0.02006160281598568,0.019938204437494278,9.73563003540039,-4.795221002495964e-07,4.5821644789612037e-07,2.6739708537670825e-12,15,_v2v_multimodal_dataset_run_4/protagonist_2_cam/967396.png,_v2v_multimodal_dataset_run_4/protagonist_2_lidar/967406.ply
1760520823.3973525,0,303.9946594238281,-250.04501342773438,-0.010529174469411373,0.4098697811366162,-0.0022470914068094304,0.0027319232588803367,-0.010529174469411373,-0.04013675078749657,0.019724112004041672,9.16970157623291,8.7602103349127e-09,1.1492122808931526e-07,5.761566224116166e-11,16,_v2v_multimodal_dataset_run_4/protagonist_1_cam/967398.png,_v2v_multimodal_dataset_run_4/protagonist_1_lidar/967410.ply,258.4627990722656,-181.288818359375,0.003797149518504739,0.42892679572108305,-0.0016291968411201762,0.0023227399241016076,0.003797149518504739,0.0,0.0,9.15832805633545,4.122802579331619e-07,5.364425987863797e-07,-2.988645442236759e-11,24,_v2v_multimodal_dataset_run_4/protagonist_2_cam/967396.png,_v2v_multimodal_dataset_run_4/protagonist_2_lidar/967410.ply
1760520823.4976873,0,303.9946594238281,-250.04501342773438,-0.0026640319265425205,0.23139376938355044,-0.0022470914068094304,0.0027319232588803367,-0.0026640319265425205,0.040412161499261856,-0.059723157435655594,9.268791198730469,-5.741214295085229e-07,-2.6156953936151695e-07,-1.0044137743747683e-10,14,_v2v_multimodal_dataset_run_4/protagonist_1_cam/967398.png,_v2v_multimodal_dataset_run_4/protagonist_1_lidar/967413.ply,258.4627990722656,-181.288818359375,0.012063674628734589,0.24416639506885704,-0.0016291968411201762,0.0023227399241016076,0.012063674628734589,-0.04012320563197136,-0.039876408874988556,9.249906539916992,2.0646552911784966e-07,5.6698112871345074e-08,1.1038114866579463e-12,17,_v2v_multimodal_dataset_run_4/protagonist_2_cam/967396.png,_v2v_multimodal_dataset_run_4/protagonist_2_lidar/967413.ply
1760520823.5980346,0,303.9946594238281,-250.04501342773438,0.002420081989839673,0.1082081370062879,-0.0022470914068094304,0.0027319232588803367,0.002420081989839673,0.08013579249382019,-0.01944870315492153,9.608017921447754,-1.5312674577216967e-06,2.8919424721607356e-07,5.193478980203281e-11,19,_v2v_multimodal_dataset_run_4/protagonist_1_cam/967398.png,_v2v_multimodal_dataset_run_4/protagonist_1_lidar/967417.ply,258.4627990722656,-181.288818359375,0.0174380112439394,0.1144460767510048,-0.0016291968411201762,0.0023227399241016076,0.0174380112439394,-0.04012320563197136,-0.039876408874988556,9.594597816467285,8.578098231737386e-07,-7.05237539477821e-08,3.761563283077862e-11,14,_v2v_multimodal_dataset_run_4/protagonist_2_cam/967406.png,_v2v_multimodal_dataset_run_4/protagonist_2_lidar/967417.ply
1760520823.6986392,0,303.9946594238281,-250.04501342773438,0.00415878277271986,0.05447477996354453,-0.0022470914068094304,0.0027319232588803367,0.00415878277271986,0.04013675078749657,-0.019724112004041672,9.69118881225586,1.0573457984719425e-06,5.3398721888697764e-08,-2.0793644583960713e-12,17,_v2v_multimodal_dataset_run_4/protagonist_1_cam/967408.png,_v2v_multimodal_dataset_run_4/protagonist_1_lidar/967420.ply,258.4627990722656,-181.288818359375,0.019287262111902237,0.05794000626143839,-0.0016291968411201762,0.0023227399241016076,0.019287262111902237,0.019999904558062553,-6.170012056827545e-05,9.683003425598145,-4.824729558094987e-07,4.2503529584791977e-07,2.381013095020812e-11,18,_v2v_multimodal_dataset_run_4/protagonist_2_cam/967406.png,_v2v_multimodal_dataset_run_4/protagonist_2_lidar/967420.ply
1760520823.7993572,0,303.9946594238281,-250.04501342773438,0.005302772391587496,0.02072680545673702,-0.0022470914068094304,0.0027319232588803367,0.005302772391587496,0.04013675078749657,-0.019724112004041672,9.642945289611816,9.95547338789038e-07,8.560564168647034e-08,-3.1741276274033225e-13,18,_v2v_multimodal_dataset_run_4/protagonist_1_cam/967408.png,_v2v_multimodal_dataset_run_4/protagonist_1_lidar/967423.ply,258.4627990722656,-181.288818359375,0.020504646003246307,0.02218496650461958,-0.0016291968411201762,0.0023227399241016076,0.020314253866672516,-0.02006160281598568,-0.019938204437494278,9.63849925994873,-3.6991815477449563e-07,5.401034286478534e-07,7.780748267904869e-12,17,_v2v_multimodal_dataset_run_4/protagonist_2_cam/967406.png,_v2v_multimodal_dataset_run_4/protagonist_2_lidar/967423.ply
1760520823.9001458,0,303.9946594238281,-250.04501342773438,0.005679969675838947,0.008515502368785373,-0.0022470914068094304,0.0027319232588803367,0.005679969675838947,0.08027350157499313,-0.039448224008083344,9.776753425598145,-1.1052633226427133e-06,1.8730825956936314e-07,-1.7695442333653943e-11,17,_v2v_multimodal_dataset_run_4/protagonist_1_cam/967417.png,_v2v_multimodal_dataset_run_4/protagonist_1_lidar/967427.ply,258.4627990722656,-181.288818359375,0.020906714722514153,0.009254402307096754,-0.0016291968411201762,0.0023227399241016076,0.020906714722514153,-0.0001234002411365509,-0.03999980911612511,9.774917602539062,5.842269956701784e-07,2.524578803786426e-07,-6.1445570853635445e-12,27,_v2v_multimodal_dataset_run_4/protagonist_2_cam/967415.png,_v2v_multimodal_dataset_run_4/protagonist_2_lidar/967427.ply
1760520824.0010474,0,303.95556640625,-250.04478454589844,0.005486144684255123,3.6201527416534716,-0.0022470893499068143,0.0027315719398009032,0.005486144684255123,15.326309204101562,0.005514949560165405,9.808619499206543,-1.35383743327111e-06,-0.011327811516821384,2.5685289074317552e-05,21,_v2v_multimodal_dataset_run_4/protagonist_1_cam/967417.png,_v2v_multimodal_dataset_run_4/protagonist_1_lidar/967430.ply,258.462890625,-181.32911682128906,0.020875930786132812,3.870134968297335,-0.001629558993223358,0.0023227407468633357,0.020875930786132812,16.5661678314209,-0.031057357788085938,9.763691902160645,2.7194619178771973e-07,-0.012969152070581913,2.2682748749502935e-05,19,_v2v_multimodal_dataset_run_4/protagonist_2_cam/967415.png,_v2v_multimodal_dataset_run_4/protagonist_2_lidar/967430.ply
1760520824.10176,0,303.74359130859375,-250.0433349609375,0.0052698515355587006,8.449397455864599,-0.0022470763228563074,0.0027296669731141283,0.0052698515355587006,8.775688171386719,0.06042030081152916,9.839727401733398,9.397459507454187e-06,-0.0037941178306937218,0.0014834648463875055,19,_v2v_multimodal_dataset_run_4/protagonist_1_cam/967417.png,_v2v_multimodal_dataset_run_4/protagonist_1_lidar/967434.ply,258.4635925292969,-181.5413818359375,0.020643843337893486,8.539601887808278,-0.0016314665653200482,0.0023227470547022466,0.020643843337893486,9.636114120483398,0.05225944519042969,9.829797744750977,-6.383471190929413e-05,-0.004390012472867966,-0.006659609731286764,14,_v2v_multimodal_dataset_run_4/protagonist_2_cam/967415.png,_v2v_multimodal_dataset_run_4/protagonist_2_lidar/967434.ply
